date,avg_temp,max_temp,min_temp,rain_fall,cloud,sunshine,moist,price
41894,21.3,26.6,18.6,0.1,6.9,2.1,74.9,4454
41895,23.1,28.3,18.6,0,2,10.1,60.9,4482
41896,23,28.4,18.2,0,5.8,9.8,60.6,4482
41897,23.1,27.5,20.6,0,7.9,4.4,64.9,4510
41898,21.3,27,15.8,0,6.1,9.9,43.8,4527
41899,20.2,22.6,17.6,0,7.9,0,52.3,4543
41900,20.6,27,16.2,0,3.3,9.2,56.5,4573
41901,21.4,28.4,14.9,0,0.9,10.6,55,4580
41902,21.6,28.1,15.4,0,0.8,11.4,52.5,4598
41903,20.2,25.6,17.5,0,4.5,4.4,61.6,4598
41904,21.4,27.9,15,0,0.6,11.1,57.5,4616
41905,23,29,18.1,0,5.6,9.9,52.1,4613
41906,20.3,23.8,18,6.5,8.4,2.5,77.9,4613
41907,22.2,27.7,17.7,0,3.9,8,66.9,4524
41908,21,24.2,18.6,0,7.8,3,78.1,4531
41909,21.4,25.1,18.3,0,5.8,6.8,79,4558
41910,21.7,24.7,19.2,0.5,8.9,0.3,85.5,4558
41911,19.4,20.7,17.7,16,8.5,0,99,4585
41912,18.9,23.7,15.4,0,3,10.2,72.5,4585
41913,19.2,24.4,14.9,0,5.9,7.2,68.6,4585
41914,18.1,20.1,17.1,9,8.6,0,89,4534
41915,16.1,20.8,13.4,0,4.1,5.9,74.3,4533
41916,16.9,23,11.6,0,1.1,10.8,62,4533
41917,17.1,23.2,12.5,0,1.3,10.8,53.1,4533
41918,16.6,22.6,10.5,0,1,10.6,57,4532
41919,16.1,22.5,11.6,0,1.6,9.9,64.8,4517
41920,16.7,23.6,10,0,2.3,10.6,61.5,4417
41921,18.6,25.4,12.4,0,1.3,10.4,60.4,4326
41922,19,26.3,12.5,0,0.3,10.6,63.3,4234
41923,19.4,25.6,13.6,0,0,10.7,57.4,4234
41924,21.2,29,13.9,0,3.9,10.2,48.5,4234
41925,17.4,21.7,11,0,2.6,9.3,51.9,4234
41926,13.8,20,8.5,0,0.1,10.7,51.8,4210
41927,13.8,20,8.9,0,2.1,9.1,60.4,4199
41928,13.2,18,9.3,2.5,3.5,7.9,53.8,4161
41929,13.6,21.2,6.6,0,0.6,10.2,53.8,4161
41930,15.5,22.5,9.4,0,0,9.6,68.9,4170
41931,17,22.7,11.2,0,6,6.2,61,4170
41932,14.4,17.1,12.9,21.5,10,0,97.8,4179
41933,13.8,15.7,11.9,18.5,10,0,92.8,4159
41934,13.6,18.7,10.4,0,5.1,8.1,69,4147
41935,13.8,20.6,8.5,0,1,9.9,67.8,3858
41936,15.1,21,9.9,0,4.5,7.5,78,3814
41937,16.5,22.2,12.9,0,3.1,6,81.1,3772
41938,16,19.9,11.6,0.5,6,2.9,76.9,3772
41939,10.7,16.9,6.1,0,0.4,9.8,35.3,3730
41940,10.2,19.4,2.7,0,0,9.7,43.4,3730
41941,12.1,20.8,4.9,0,2,9,46.4,3681
41942,14.2,20.8,7.7,0,5,5.9,45.8,3347
41943,15,18.2,12.8,0.2,9.5,0.3,62.1,3159
41944,17.3,22.9,15.1,0,7.1,6,63.4,3137
41945,12,15.4,7.1,2.5,4.9,8.3,50.5,3137
41946,9.3,14.8,3.8,0,0.5,9.7,40.9,3115
41947,11.3,18.5,5.4,0,0,9.7,60.5,3094
41948,12.4,18.4,6.4,0,3.3,8,65.6,3073
41949,13.5,17.7,9.5,0.5,4.5,6.8,61,3009
41950,9.8,16.5,5.1,0,2.4,9.5,52.5,3007
41951,9.9,15.1,6.9,0,7.6,0.8,61.9,2956
41952,10,15.5,6.3,0,0.9,9.5,46.3,2956
41953,9.4,16.5,3.5,0,0,9.7,49.9,2904
41954,9.4,14.5,4.6,2,4.6,7.1,67.4,2923
41955,6,10,-1.3,5,4.5,8.4,50.6,2896
41956,-0.2,4.3,-3.1,0,0.9,9.4,38.5,2857
41957,4.2,10,-1.4,0,2.1,9.5,54,2852
41958,4.1,9.5,-0.5,0,3.1,9.3,38.3,2850
41959,6.6,12.4,2.6,1,6.4,7.5,42.6,2850
41960,6.2,9,3.8,1.5,3.5,5.7,75.5,2848
41961,5,10.4,1.7,0,0,9.4,53.4,2798
41962,5.6,12.6,-0.6,0,2.3,9,55.4,2790
41963,7.9,14.6,2.7,0,1.6,8.8,61.9,2796
41964,11.3,16.5,5.9,0,5.3,6.1,62.5,2780
41965,11,12.7,8,4,8.4,0.4,90.9,2769
41966,9,12.3,6.3,0,8.9,1.6,80,2769
41967,9.8,13.2,8,0,9.9,0,59.8,2757
41968,10.2,15.1,6.6,0,5.6,5.7,56,2757
41969,11,16.3,8.2,0,3.5,7.4,58.8,2757
41970,10.4,14.9,6.7,0,4.6,3.3,69.9,2668
41971,8.8,10.1,6.5,18,8.8,0,88,2668
41972,8.3,12.8,5.5,0,4.4,6.7,83.9,2668
41973,9.1,11.1,7.2,7,9.4,0.8,88.1,2668
41974,-1.1,7.9,-7.2,0.5,4.8,4.6,58.8,2668
41975,-5.4,-2.7,-8.2,0,1,9,42.3,2668
41976,-3.3,-0.5,-6.5,0.9,6.3,4.5,70.6,2668
41977,-4.6,-0.2,-7.4,0,0.9,8.9,43,2701
41978,-6.6,-2.5,-10.1,0,0,9.3,45.5,2703
41979,-5.6,-0.5,-8.8,0,0.6,9.1,47.5,2686
41980,-3.4,0.2,-8.2,0,7.4,3.9,43.9,2686
41981,-1.6,2.7,-4.8,0,1.1,8.9,48.4,2669
41982,-2.4,4.1,-7.4,0,2.3,9,44.1,2665
41983,1.6,4.2,-1.9,2,9.4,0.7,58.8,2632
41984,-1.5,3.2,-5.2,0.5,4.8,7.2,64.8,2380
41985,-3.8,0.5,-7,0.1,3.6,4.2,70.4,2340
41986,-5.2,-2,-7.3,0,0,9.1,45.8,2351
41987,-3.6,0.6,-8.6,0,4.8,5.4,60.5,2351
41988,-0.1,2,-1.7,10.5,8.1,0,90.6,2361
41989,-4.9,1.7,-9.4,0,3.4,8.2,58.9,2344
41990,-9,-5.2,-11.1,0,1,9.2,41,2346
41991,-8.3,-2.2,-13.2,0,0,9.2,39.9,2200
41992,-3.8,0,-8.1,0.9,7.4,0.4,54.5,2197
41993,-1.7,2.1,-6.6,2,3.6,7.6,66,2184
41994,-6.4,-1.3,-9,0,1.5,6,58.5,2184
41995,-4.7,0.8,-9.7,0.3,3.3,6.6,64.6,2170
41996,-1.3,1.8,-5.7,0,6.1,2,67.1,2150
41997,1.7,6.4,-3.1,0.2,3.8,7.6,66.8,2121
41998,-2.6,1.8,-5.9,0,0,9.2,52,2121
41999,-3.2,2.5,-7.4,0,0.4,9.1,45.6,2121
42000,-1.8,5,-6.3,0,3.5,8.7,46.8,2119
42001,-0.8,1.6,-3.6,0,7.5,0.3,64.1,2119
42002,2.9,6.4,-0.5,0,5.8,3.4,73.1,2116
42003,1.9,6.3,-1.6,0,0.3,7.6,62.8,2116
42004,-1.9,1.7,-6.9,0,4.1,6.7,47.4,2116
42005,-7.7,-4.3,-9.8,0,0.8,8.9,41.4,2116
42006,-6,-1.9,-9,0,1.9,7.6,45.9,2071
42007,-2.7,3.1,-9.2,0,3.9,7.9,56.1,2067
42008,2.5,8.5,0.2,0,4.3,3.6,70.1,2067
42009,3.7,7.9,-1.1,0.4,7.1,4.4,73.1,2062
42010,-3.2,4,-7.6,3,2.6,9.2,52.4,2062
42011,-5.5,-0.6,-8.9,0,0.3,9.2,33.1,2062
42012,-5.1,-0.2,-9.5,0,0,9.2,45.8,2104
42013,-2.1,3.5,-6.8,0,0.6,9.1,58.3,2108
42014,-0.3,4.8,-5.6,0,0.6,9.1,56.5,2114
42015,-0.4,2.5,-4.3,0,1.3,9.2,57.8,2114
42016,-2.7,3.7,-7.3,0,0,9.3,37.8,2120
42017,0.2,5.8,-5.1,0,5.4,5.8,39.6,2113
42018,2.5,6.1,-0.3,0,9,0.3,41.1,2113
42019,2.8,9,-1.1,0,2.6,7.2,53.6,2117
42020,0.8,3.4,-2.5,0.3,8.1,1.3,73,2117
42021,-4.1,0,-7.7,0,0.3,9.3,46,2122
42022,-1.3,2.1,-6.5,4,7.6,1.5,68.4,2122
42023,-0.1,3.1,-4,0.1,1.6,7.4,68.1,2127
42024,-0.9,4.4,-6.4,0,4.6,8.7,55.8,2122
42025,2.6,6.5,-1.2,0,8.8,1.5,58.3,2122
42026,3.1,7.1,0.8,0,5.1,1.6,60.6,2119
42027,1.2,4.9,-1.6,0,3.4,6.7,66.4,2100
42028,3.7,8.4,0.8,0,6.3,7.2,62.9,2095
42029,3,5,1.1,3,9.5,0,78.4,2095
42030,3.6,6.5,0.2,0.5,8.4,1.1,87.5,2090
42031,-3.6,0.5,-7.4,0,1.1,9.4,55.4,2090
42032,-4.1,2.7,-9.1,0,1.6,8.9,49.3,2090
42033,-1.1,3,-4.6,0,9.3,0,56.4,2027
42034,-3.3,0.8,-7,0,3.3,9,51.8,2019
42035,-4.5,0.8,-8.5,0,0,9.7,46.4,2022
42036,-3,3.6,-8.2,0,0.3,9.7,44.9,2022
42037,-0.6,6.4,-5.3,0,2.4,7.6,47.3,2024
42038,0.6,7.2,-3.5,0,3.9,9.1,54.5,2073
42039,0.4,5.8,-3.1,0,3.4,7.9,64.5,2073
42040,-0.1,4.8,-3.8,0,0,9,57.1,2119
42041,0.4,6.5,-4.3,0,2.1,9.5,57.3,2116
42042,1.2,5.7,-2.7,0,6.5,4.1,65.3,2116
42043,-9.8,-2.8,-11.9,0,0,9.7,34.1,2116
42044,-5.7,-0.1,-13,0.2,3.4,7.3,54.6,2116
42045,1.7,5.8,-2,0,4.6,5,69,2118
42046,2.7,8,-0.8,0,5,8,60.3,2118
42047,-2.2,1.6,-4.7,0,0,9.7,36.8,2119
42048,-1.6,4,-6.4,0,0,9.8,46.4,2119
42049,2,6.6,-3.1,0,6.5,0.3,72.9,2119
42050,7.9,13,3.2,0,8.3,7.3,61.6,2119
42051,5,7.9,4.1,10.5,10,0,91.9,2119
42052,1.9,4.1,0.5,0.5,9.4,2.4,78.5,2156
42053,0.8,3.3,-1.5,0,7,1.6,72,2179
42054,2.2,8.6,-2.7,0,1.4,8.9,67.1,2179
42055,5.2,11.4,-1.3,0,5.1,7.2,55.3,2179
42056,5.7,6.7,4.8,8,9.8,0,79,2179
42057,3.5,7,-0.7,2.5,6.3,4.4,78,2179
42058,0.9,5.9,-2.4,0,2.9,8,60.4,2201
42059,2.1,7.5,-1.1,0,2.9,9.3,60,2201
42060,5.4,12.5,0.2,0.5,7.8,5.8,48.6,2210
42061,1.2,4.7,-3.5,0.5,4.6,9.1,56.9,2234
42062,-1.3,4.8,-5.6,0,2.4,9.3,35.6,2224
42063,2.7,6.4,-2,0,8.6,0,40.5,2234
42064,2.4,5.9,-0.2,0,6.1,5.5,56.8,2234
42065,3.9,9.7,-1.9,0,1.6,10.3,43.5,2244
42066,2.8,6.7,-1.3,5.5,9.4,0,69.5,2249
42067,-2.1,1.4,-4.6,0,0.8,10.8,43.4,2249
42068,-0.3,5.5,-5.4,0,3.9,8.6,41.1,2246
42069,2.9,10.4,-3.2,0,0.5,10.9,37.8,2239
42070,4.2,11,-2.3,0,0,10.6,45.5,2239
42071,7.7,15.1,0.4,0,3.8,8.2,42.5,2239
42072,2.2,8.2,-5.4,0,4,9.4,43.4,2239
42073,-3.4,1,-6.9,0,0,11,30.6,2239
42074,0.4,7.5,-5.1,0,1.4,10,45.1,2232
42075,2.1,6.7,-3.5,0,2.1,11.1,41,2155
42076,5.6,11,1.8,0.1,1.8,11,45.4,2143
42077,4.3,11.6,-1.2,0,2,9.8,31.4,2147
42078,5.5,12.5,0,0,1.8,10.1,42,2147
42079,9.8,18.6,1.3,0,2,10,44.4,2150
42080,10.7,16.1,6.9,0,7.9,0.3,51.9,2130
42081,10.7,14.4,8.4,1.5,9.8,0,61.5,2127
42082,12.4,21,6.5,0,2.6,10.6,50.9,2129
42083,13.4,21.9,7.6,0,4.8,8.4,32.5,2102
42084,11.7,17.8,6.9,0,0.5,8.3,31,2106
42085,8.3,14.9,2.2,0,0,11.1,33.3,2106
42086,4.6,10.1,0,0,0.4,11.5,24.3,2109
42087,5.4,12.4,-0.9,0,0,11.6,32.8,2120
42088,6.5,14.2,0.1,0,0,11.5,45.9,2120
42089,7.9,14.8,1.6,0,0,11.6,47.5,2069
42090,9.1,16.2,3.2,0,0,11.3,50.5,2086
42091,9.7,17,2.5,0,3.3,10.3,35,2090
42092,10.5,16.5,7,0,5,6.2,61.9,2090
42093,13.2,20.8,5.9,0,2,10.8,57.4,2093
42094,12.9,14.9,10,2.5,8.9,0,80.6,2093
42095,12.9,17.6,10,2.5,7.1,5.3,67.9,2095
42096,14.8,21.8,8.5,28,8.4,4.8,70.5,2103
42097,10.6,15.1,6.9,3.5,6.1,2.4,83.4,2083
42098,13.5,18.5,8.9,0,8,5.5,48,2087
42099,10.5,12.2,10.1,0.5,10,0,75.1,2087
42100,10.3,15.4,6.9,0,8.8,1.7,55.8,2090
42101,8.4,12.2,5.5,0,7.6,4.7,59.5,2092
42102,8.3,13.7,3.5,0,3.8,8.3,52.5,2092
42103,9.6,16.3,3.8,0,2.8,10.8,43,2107
42104,11.6,19.2,4.6,0,0.1,11.6,40.5,2117
42105,13.5,20.7,6.7,0,0.4,11.6,39.3,2119
42106,14.9,20.4,9.1,0,7.9,3.8,30.6,2119
42107,12,17.6,7.4,6.5,9,5.6,53.9,2121
42108,6.9,8,5.8,10.5,10,0,89.9,2121
42109,11.1,17,5.6,1,4.4,8.5,72,2121
42110,9.9,14.8,6.9,7,4.6,1.1,69.5,2067
42111,10.5,16.1,4.8,0,0.3,12.1,45.4,2067
42112,15.2,23.7,5.2,0,5,9.8,31.9,2075
42113,14.5,17.3,11.2,12,9.9,0,74.8,2075
42114,12.2,16.8,10.3,5.5,6,3.2,75.3,2082
42115,14,20.9,7.7,0,1.8,12.5,46,2082
42116,14.2,20.7,9.3,0,2.8,11.2,47,2082
42117,14.5,20.1,8,0,3.5,10.8,41.1,2428
42118,15.7,22.8,10.4,0,0.9,12.2,38.3,2477
42119,15.9,23,9.2,0,0,12.6,31.3,2475
42120,17.3,24.4,9.9,0,0,11.7,37.6,2475
42121,18.5,24.9,12.7,0,1,12.3,39.3,2472
42122,20.3,26.9,12.3,0,7.1,9.6,38.6,2511
42123,17,18.4,15.8,3.5,9,0,77,2512
42124,21.2,28.3,15.1,0,2.8,12.3,56.6,2642
42125,21,27.2,15.9,0,0,12.3,58.8,2703
42126,20.7,26,15.8,0.5,7.1,6.6,64.4,2703
42127,18.3,19.6,17.1,3.5,8.9,0.3,90.4,2703
42128,16.1,20.1,12.5,0,1.6,12.4,45.9,2763
42129,14.2,19.9,8.3,0,0.1,12.9,37.9,2789
42130,15.4,22,9.8,0,6.8,6.6,36.3,2814
42131,16.5,24,10.6,0,6,9.2,35.6,2944
42132,16.7,22.7,11.7,0,8.6,3.9,64.3,2928
42133,17.6,24,12.6,0,4.6,10.6,55,2930
42134,19.1,25.9,13.5,0,2.6,11.9,39.6,2930
42135,18.4,24.1,14.4,14,8,3.8,62.1,2932
42136,13.3,17.5,10.3,9.5,7.4,4.7,75.9,2959
42137,17.4,21.4,11.8,0,1.8,12.4,56.9,2956
42138,20.4,26.6,15.3,0,4.8,8.7,63.8,2956
42139,19.1,23.7,16.3,0,6.3,3.6,71,2956
42140,18,25.2,11.6,0,0.4,13.3,41.3,3000
42141,18.6,25.2,11.7,0,4.8,13,40.4,3000
42142,17.7,22.2,13.7,0,8.4,2.8,53.9,3004
42143,14.8,16.2,13,1,9.4,0.2,88.9,2999
42144,16.3,21.9,10.6,0,2,12.9,60,3006
42145,18.7,26,12.6,0,2.5,12.4,50.1,2935
42146,20,27.2,13.7,0,2.9,12.9,45.3,3027
42147,20.6,28.3,13.6,0,1.9,12.3,38.5,3021
42148,21,28.5,14,0,0,13.5,37.3,3021
42149,20.8,28.7,14.4,0,0,13.4,53.1,3021
42150,21.5,30.3,14.1,0,0.1,13.4,48.9,3014
42151,23.2,31.5,14.4,0,2,13.5,32.9,3014
42152,24.3,32.2,16.7,0,2.8,12.3,27.1,3009
42153,23.8,29.8,18.5,0,7.3,8.1,36.8,3021
42154,19.8,23.2,17,0.4,6.1,4,71,3032
42155,22.1,30.4,15.3,0,3,12.5,52.8,3032
42156,21.7,28.5,15.8,0,5.6,12,44.6,3043
42157,23.1,29.8,18.1,0,7.8,12.5,46.9,3056
42158,23.3,29.4,17.1,0,2.6,13.2,33.3,3056
42159,24.2,31.5,17.1,0,4.6,9.9,28.9,3016
42160,19.1,22,17.5,1,9.3,0.3,58.8,3012
42161,22.4,28.9,16.4,0,3.5,11,50.4,3012
42162,23.4,31.5,18.7,0,3.4,8.2,46.8,3012
42163,22.4,27.8,18.2,0,7.9,5.1,54.9,3012
42164,22.2,28.1,18.8,0,4.1,10.6,66.3,3008
42165,25.3,34.9,17.6,0,2.6,11.1,54.3,3008
42166,24.6,30.2,20.7,7.5,7.3,4.2,59.6,2879
42167,23.6,29.9,19.4,0.5,5.8,11.9,63.1,2881
42168,24.7,30.9,20.1,0.5,7.1,8.5,61.9,2891
42169,22.8,27.7,17.8,15.5,5.3,8.5,70.3,2891
42170,24.2,30.6,19.6,0,6.3,9.2,65.6,2900
42171,25,30.9,20,0,4.6,9.8,65.9,2918
42172,23.4,30.8,20.2,9.5,5.4,7.1,72.8,2918
42173,24.8,31.3,19.6,3,7.1,8.9,59.4,2962
42174,24.5,29.9,20,0,5.8,9.2,57.8,2820
42175,19.6,22.6,17,44.5,7.5,0,91,2802
42176,22.4,29.6,15.6,0,0.9,12.8,69.1,2802
42177,24,29.1,19.4,0,3.8,11.3,60.4,2783
42178,24.7,31,19.7,0,2.9,11.7,64.1,2783
42179,25.7,30.6,21.1,0,6.1,8.6,58.3,2810
42180,24.8,29.1,21,2,8.9,2.4,65.1,2839
42181,21,25.3,18,12.5,9.6,0.3,75.8,2773
42182,25.2,31.1,19.2,0,3.1,12.6,55.3,2773
42183,25.4,31.1,21,0,3,13,61.8,2773
42184,25.7,30.6,21.2,0,6.8,11.4,61.8,2773
42185,24.4,29.2,21.9,2.5,9.1,2.8,70,2773
42186,23.7,27.9,21,0.5,4.4,11.7,66.3,2773
42187,23.7,29.3,20.4,0,4.6,11.1,64.5,2755
42188,23.3,28.3,19.2,0,2.1,11.1,62.6,2761
42189,24.1,29.9,18.2,0,1.9,10.9,55.8,2769
42190,24.2,29.6,20.1,0,5.1,9.7,57.4,2773
42191,25.3,32.5,20.2,0,3.9,9.9,54.3,2777
42192,25.6,29.7,21.4,0,7.6,5.5,52.1,2777
42193,23.4,26.3,20.7,0.5,9.4,1.3,69.8,2777
42194,26.5,31.8,22.1,0,6.8,4.5,61.3,2805
42195,29.2,34.3,23.6,0,5.6,8.7,60.9,2788
42196,30.4,36,25.7,0,7.5,9.9,60.3,2788
42197,24.8,28,24,29,10,0,94.1,2788
42198,23.1,24.9,21.4,10,9.5,0.1,90.8,2788
42199,26.1,31.4,22.5,0,5,10.1,72.4,2800
42200,27.9,33.9,22.7,0,3.3,11.4,58.8,2800
42201,24.7,28.9,20.6,0,3.9,11.2,51.3,2768
42202,23.6,28.6,18.4,0,6.1,8.1,49.8,2758
42203,24.3,27.8,22.3,0.5,9.9,1.1,63.5,2758
42204,25.1,29.8,21.3,5,8.6,3.4,77.4,2758
42205,27.5,31.2,24.4,0,8.5,1.7,71.4,2758
42206,27,29.6,24.6,11,9.5,0.3,81.6,2758
42207,27.7,31.7,25.3,1,8.5,2.2,76.9,2758
42208,26.9,32.1,24.9,16,9.5,2.3,81,2790
42209,24.7,25.4,22.6,26.5,10,0,96.9,2790
42210,25,26.4,24.4,80,10,0,95.1,2793
42211,26,30,23.5,40.5,8.4,4.3,85.5,2793
42212,26.2,30,24.4,1.5,8.4,3.6,86,2795
42213,27.7,31.2,24.6,0,7.3,7.2,74.4,2800
42214,26.7,28.8,24.8,4,8.4,0.2,82.9,2795
42215,28.6,33.1,25.5,0,6.9,7.9,76.4,2765
42216,27.9,32.4,26.2,0,6.6,6.7,74.3,2765
42217,28.2,31.6,26,0,6.9,5.3,72.8,2765
42218,26.5,29.2,24.1,16.5,8.4,1.4,84.3,2765
42219,27.9,31.5,25.6,0,5.8,6,71.5,2765
42220,27.5,30.8,25.4,0,8.5,3.7,73.3,2765
42221,28.6,32.7,25.9,0.1,6.6,7.5,67,2765
42222,29.3,34.4,24.5,0,3.1,11.8,64.5,2798
42223,28.9,34.4,26,11,2.8,7.5,71.3,2805
42224,26.6,33,24.3,7.5,6.5,5,79.1,2805
42225,26.7,31,23.3,0,6.6,9.6,74.4,2805
42226,27,32,23.9,0,6.5,8.6,72.1,2805
42227,26.8,30.6,24.5,0,6.4,2.2,73.6,2833
42228,27.3,32.9,22.1,0,2,10.6,67.5,2838
42229,26.5,31.1,23.9,0,4.8,8.5,68.6,2806
42230,26.9,32.5,22.7,0,3.9,11.2,66.4,2777
42231,27.1,30.8,23.1,0.1,4.3,6.5,70.4,2777
42232,25.8,31.2,20.7,29,8.3,1.7,74.9,2777
42233,26.6,32.9,19.8,0,3.3,11.3,61.5,2747
42234,27.9,32.2,24.1,0,5.1,8.7,59.9,2741
42235,26.8,29.7,24.2,0,8.6,0.2,70.3,2734
42236,25.4,28.1,24.2,0.4,9.6,0.8,75.5,2742
42237,25.2,29.3,23,2.5,7.1,4.3,78.3,2742
42238,25.5,29.6,23.4,0,6.9,6.9,69.8,2748
42239,26.3,31.7,20.9,0,4.4,9.7,65.5,2748
42240,26.3,30.3,23.3,0,6.8,5.3,60.6,2754
42241,21.7,24.5,19.2,5.5,9.9,0,76.4,2759
42242,21.9,25.3,18.9,0,8.5,3.6,68.4,2759
42243,24.7,30,21.2,0,1.9,12.2,61.1,2769
42244,23.2,28.1,19,0.3,5,6.8,69.4,2923
42245,24.4,30.8,19,0,1.3,10.7,65.8,2922
42246,24.9,31,19.9,0,1.3,10.6,65.9,2922
42247,25.9,31.2,21,0,3.8,8.8,62.9,2920
42248,25.9,30.7,22.6,0,7.4,8.3,59.4,2968
42249,23.9,27.7,22,0.5,8.5,3.3,72.8,2966
42250,23.9,28.2,19.8,18,4.1,10.2,75.1,2929
42251,24.8,30.7,20.6,0,5,8.4,68.5,2919
42252,21.9,23.6,19.4,5,9.4,0,79.8,2919
42253,22.2,26.2,19.3,0,4.8,6.5,60.4,2919
42254,22.6,28.7,16.8,0,0.5,12.2,52.9,2920
42255,22.7,28.9,16.2,0,0,12.3,43.6,2920
42256,22.4,30.1,15.3,0,0.4,12,42.9,2917
42257,22.4,28.4,17,0,0.9,11.9,62.3,2931
42258,21,24.4,16.8,2.5,9.3,1.8,76.4,2931
42259,19.2,24,15.5,0,7.9,5.8,60.4,2941
42260,20.2,26,15.2,0,0.5,11.9,54.1,2942
42261,22.1,27.8,16.4,0,3.6,10,61.1,2950
42262,22.8,28.7,17.4,0,3.8,11.2,48.5,2962
42263,21.6,26.7,16,0,4.8,11.7,45.5,2962
42264,21.4,27.6,15.5,0,1.5,11.4,46.4,2975
42265,21.9,29.2,15.9,0,2.5,10,52.1,3006
42266,22.3,29,17,0,2.6,11.5,58.3,3011
42267,22.1,28.3,17.9,0,4.5,7.7,69,3011
42268,22.6,29.4,16.5,0,0.4,10,62.1,3016
42269,23.9,31,18,0,0.5,11.2,48.4,3016
42270,22,26.1,19,0,6.6,2.1,57.9,2960
42271,23.4,30.6,17.5,0,3,10.3,56.4,2935
42272,23.4,29.8,19,0,2.9,9.5,56.5,2945
42273,22.4,28,17.9,0,1.9,11,54.5,2940
42274,21.9,29.8,14.2,0,0,11.2,39.4,2940
42275,21.4,28.3,15.5,0,5.8,5.6,39.6,2940
42276,22.1,28.2,15.9,0,3.4,9.4,36.6,2940
42277,21.3,26.2,19.4,0,8.9,3.7,45.3,2935
42278,16.3,19.7,10.7,35,8.3,0,77.5,2900
42279,16.5,21.5,8.6,0,2.8,10.5,53.5,2922
42280,19.2,24.5,13.3,0,4.5,10.2,49.4,2930
42281,16.6,22.4,11.2,0,6.3,8.9,38.9,2930
42282,18,25.6,11,0,0.1,11,49.4,2937
42283,18.7,26.3,12.1,0,0,10.5,57.5,2937
42284,19.6,25.7,14.1,0,4.8,6.9,67.5,2937
42285,20.1,26.4,15.7,0,3.9,9.8,61.1,2905
42286,16.2,20.5,12.8,0,0.8,10.8,43.8,2905
42287,12.8,17.2,10.4,3.5,8.6,2.2,70.9,2905
42288,10.8,14.4,8.1,3.5,6.8,1.5,72.6,2905
42289,12.3,17.9,8.2,0,2.3,10.6,56.5,2905
42290,15,21.3,7.8,0,0.8,10.1,66.4,2905
42291,17.1,24.5,10.9,0,0.1,9.2,64.6,2883
42292,17.9,26.1,12.1,0,3.1,9.8,62.1,2850
42293,17.5,24.2,13.2,0,2.4,7.6,71,2850
42294,18.7,26.6,12.4,0,0,10.2,64.8,2850
42295,17.9,24.2,12.4,0,0.1,9,65.1,2850
42296,18.1,23.9,13.6,0,0.5,7.6,67.4,2850
42297,18.8,25.1,15.4,0,2.9,6.9,69.5,2848
42298,17.9,22.7,13.9,0,0,6.7,72.5,2848
42299,17.5,23.1,14.5,0,2.1,4.6,64.8,2826
42300,17.5,21.4,15.2,0,6.1,4.1,69.1,2770
42301,16.9,22,13.2,10.5,4.4,6.9,64.4,2767
42302,16.3,22.8,12.1,0,0.9,8.6,51,2767
42303,15,18.7,12,2,8.5,2.4,66.8,2764
42304,12.1,15.9,7.7,26.5,4.6,7,69.3,2755
42305,9.9,15.8,5.6,0,0.3,9.7,49,2755
42306,8.4,14.7,3.2,0.5,2,7,50.4,2759
42307,5.4,10.4,1.7,0,0.1,9.7,41.8,2690
42308,5.7,12.3,1.1,0,0,9.7,42.5,2711
42309,7,12.6,1.3,0,7.3,4.7,48.4,2711
42310,10.8,15.2,6.1,0,4.9,6.6,60.5,2731
42311,11.8,18.7,6.6,0,0,9,67.6,2731
42312,12.2,19.8,5.8,0,2,9.1,62,2713
42313,13.2,19.2,8.6,0,2.5,8.1,63.9,2664
42314,13.5,19.2,9.6,4.5,7.1,5.6,63.9,2737
42315,10.5,11.7,9.3,24.5,10,0,91.5,2729
42316,11.1,11.8,10.3,10.5,10,0,90.6,2729
42317,10.8,12.1,9.8,3.5,9.8,0,87.6,2720
42318,10,13.5,7.7,0,5.9,2.6,80,2720
42319,11.6,17.7,6.6,0,3.6,7.1,72.4,2707
42320,14.5,21,10.2,0,3.1,8.9,63.5,2696
42321,11.5,13.1,10.5,22.5,9.8,0,83.8,2688
42322,12.8,14.2,11,3.5,9.4,0,97.3,2703
42323,13.4,17.2,10.6,0,6.3,5.4,84.5,2703
42324,12.2,14,10.7,5.5,9.3,0,85.1,2717
42325,13.9,19.3,11,0,4.6,8.8,69.6,2717
42326,10.4,12.6,8.4,5.5,8.9,0,70.6,2717
42327,8.9,10.8,6.7,0,7.6,0,72.8,2748
42328,9.8,14.4,7.1,0,5.8,5.3,72.6,2736
42329,9.2,15.4,5,0,2.1,8.2,55.9,2727
42330,10.2,15.7,5.9,3.5,8.1,3.2,66.5,2727
42331,8.5,11,6.5,6.5,9.5,0,80.9,2717
42332,5.6,8.8,2.7,0.5,8.3,0,69.5,2705
42333,2.4,5.3,0.9,11,9.4,0.4,86.8,2705
42334,-2.7,0.9,-4.8,0,7,2.3,63.8,2695
42335,-2.8,2,-7.3,0,4.4,5.2,59.1,2675
42336,0.1,2.6,-2.7,0.1,7.6,0,70.8,2638
42337,2.5,3.9,1,3,9.8,0,87.9,2638
42338,4.1,8.5,0.9,0,2.5,8.5,69.1,2600
42339,4,10.4,-1.3,0,1.5,9.1,57.6,2576
42340,6,8.5,2.9,13.5,7.8,0.5,71.4,2594
